Symbol	Name	Morningstar Category	NAV Return	NAV Return	Minimum Investment	Net Expense Ratio	No Transaction Fees	Morningstar Rating
SMTPX	 JPMorgan SmartRetirementÂ® 2040 R3	 Target-Date 2040	 +10.09%	 +15.79%	 $0	 1.08%	  	4
SMTQX	 JPMorgan SmartRetirementÂ® 2040 R4	 Target-Date 2040	 +10.24%	 +16.02%	 $0	 0.83%	  	4
SNIEX	 Dreyfus/Newton International Equity I	 Foreign Large Blend	 +14.87%	 +13.66%	" $1,000"	 0.82%	  	4
SNXFX	 Schwab 1000 IndexÂ®	 Large Blend	 +9.27%	 +17.84%	 $0	 0.05%	  	4
SPFIX	 Shelton S&P 500 Index Direct	 Large Blend	 +9.04%	 +17.62%	" $1,000"	 0.36%	 NTF	4
SPIDX	 Invesco S&P 500 Index Y	 Large Blend	 +9.18%	 +17.52%	" $1,000"	 0.34%	  	4
SPMIX	 Shelton S&P Midcap Index Direct	 Mid-Cap Blend	 +5.39%	 +18.79%	" $1,000"	 0.58%	 NTF	4
SRFFX	 MFS Equity Opportunities R3	 Large Blend	 +9.65%	 +15.44%	 $0	 1.20%	  	4
SRFGX	 MFS Equity Opportunities R4	 Large Blend	 +9.78%	 +15.74%	 $0	 0.95%	  	4
SRFHX	 MFS Equity Opportunities R6	 Large Blend	 +9.83%	 +15.84%	 $0	 0.85%	  	4
SRFIX	 MFS Equity Opportunities I	 Large Blend	 +9.80%	 +15.72%	 $0	 0.95%	  	4
SRJAX	 JPMorgan SmartRetirementÂ® 2035 A 	 Target-Date 2035	 +9.57%	 +14.58%	 $500	 0.88%	 NTF	4
SRJIX	 JPMorgan SmartRetirementÂ® 2035 R5	 Target-Date 2035	 +9.69%	 +14.87%	 $0	 0.66%	  	4
SRJPX	 JPMorgan SmartRetirementÂ® 2035 R3	 Target-Date 2035	 +9.41%	 +14.38%	 $0	 1.06%	  	4
SRJQX	 JPMorgan SmartRetirementÂ® 2035 R4	 Target-Date 2035	 +9.58%	 +14.70%	 $0	 0.81%	  	4
STFBX	 State Farm Balanced	 Allocation--50% to 70% Equity	 +4.37%	 +7.28%	 $250	 0.13%	  	4
STSNX	 Sterling Capital Stratton SmCp Val A	 Small Blend	 +2.15%	 +21.84%	" $1,000"	 1.34%	  	4
SUWAX	 Deutsche Core Equity A	 Large Blend	 +8.60%	 +19.04%	" $1,000"	 0.88%	 NTF	4
SUWUX	 Deutsche Core Equity T	 Large Blend	 +8.59%	 +19.05%	" $1,000"	 0.90%	  	4
SVBAX	 JHancock Balanced A	 Allocation--50% to 70% Equity	 +6.06%	 +10.78%	" $1,000"	 1.14%	 NTF	4
SWCRX	 Schwab Target 2020	 Target-Date 2020	 +6.78%	 +9.75%	 $100	 0.42%	  	4
SWHGX	 Schwab MarketTrack Growth	 Allocation--70% to 85% Equity	 +6.87%	 +14.99%	 $100	 0.59%	  	4
SWHRX	 Schwab Target 2025	 Target-Date 2025	 +7.99%	 +12.25%	 $100	 0.50%	  	4
SWIRX	 Schwab Target 2035	 Target-Date 2035	 +9.59%	 +15.53%	 $100	 0.62%	  	4
SWMRX	 Schwab Target 2045	 Target-Date 2045	 +10.58%	 +17.90%	 $100	 0.69%	  	4
SWNRX	 Schwab Target 2050	 Target-Date 2050	 +10.83%	 +18.42%	 $100	 0.71%	  	4
SWOBX	 Schwab Balanced	 Allocation--50% to 70% Equity	 +7.53%	 +12.18%	 $100	 0.62%	  	4
SWORX	 Schwab Target 2055	 Target-Date 2055	 +11.04%	 +18.97%	 $100	 0.73%	  	4
SWPPX	 SchwabÂ® S&P 500 Index	 Large Blend	 +9.33%	 +17.80%	 $0	 0.03%	  	4
SWRLX	 Sentinel International Equity A	 Foreign Large Blend	 +16.57%	 +17.28%	" $1,000"	 1.37%	 NTF	4
SWSSX	 Schwab Small Cap Index	 Small Blend	 +5.02%	 +24.63%	 $0	 0.05%	  	4
SWTSX	 Schwab Total Stock Market Index	 Large Blend	 +8.96%	 +18.47%	 $0	 0.03%	  	4
SXPRX	 Deutsche S&P 500 Index R6	 Large Blend	 +9.10%	 +17.45%	 $0	 0.28%	  	4
SZCRX	 Deutsche Small Cap Core R6	 Small Blend	 +4.82%	 +24.24%	 $0	 0.79%	  	4
TAAAX	 Thrivent Aggressive Allocation A	 Allocation--85%+ Equity	 +10.20%	 +20.25%	" $2,000"	 1.25%	 NTF	4
TAGRX	 JHancock Fundamental Large Cap Core A	 Large Blend	 +9.94%	 +24.28%	" $1,000"	 1.06%	 NTF	4
TAMMX	 Transamerica Multi-Managed Balanced R6	 Allocation--50% to 70% Equity	 +6.49%	 +11.14%	 $0	 0.71%	  	4
TCAIX	 Thrivent Moderately Cnsrv Allocation S	 Allocation--30% to 50% Equity	 +4.72%	 +7.98%	" $2,000"	 0.73%	  	4
TCEMX	 Templeton Emerging Markets Small Cap C	 Diversified Emerging Mkts	 +19.96%	 +19.87%	" $1,000"	 2.73%	  	4
TCEPX	 TIAA-CREF Equity Index Premier	 Large Blend	 +8.82%	 +18.33%	 $0	 0.20%	  	4
TCHHX	 TIAA-CREF Lifecycle 2030 Advisor	 Target-Date 2030	 +9.26%	 +15.07%	 $0	 0.50%	  	4
TCLEX	 TIAA-CREF Lifecycle 2010 Retirement	 Target-Date 2000-2010	 +6.26%	 +9.24%	 $0	 0.62%	  	4
TCLFX	 TIAA-CREF Lifecycle 2025 Retirement	 Target-Date 2025	 +8.33%	 +13.23%	 $0	 0.66%	  	4
TCLIX	 TIAA-CREF Lifecycle 2015 Retirement	 Target-Date 2015	 +6.86%	 +10.26%	 $0	 0.63%	  	4
TCLNX	 TIAA-CREF Lifecycle 2030 Retirement	 Target-Date 2030	 +9.14%	 +14.83%	 $0	 0.67%	  	4
TCLOX	 TIAA-CREF Lifecycle 2040 Retirement	 Target-Date 2040	 +10.58%	 +17.90%	 $0	 0.69%	  	4
TCLRX	 TIAA-CREF Lifecycle 2035 Retirement	 Target-Date 2035	 +9.91%	 +16.36%	 $0	 0.68%	  	4
TCLTX	 TIAA-CREF Lifecycle 2020 Retirement	 Target-Date 2020	 +7.52%	 +11.59%	 $0	 0.65%	  	4
TCNHX	 TIAA-CREF Lifecycle 2015 Advisor	 Target-Date 2015	 +6.96%	 +10.48%	 $0	 0.46%	  	4
TCQHX	 TIAA-CREF Lifecycle 2025 Advisor	 Target-Date 2025	 +8.48%	 +13.42%	 $0	 0.49%	  	4
TCSHX	 Transamerica Strategic High Income C	 Allocation--30% to 50% Equity	 +5.66%	 +11.04%	" $1,000"	 1.94%	  	4
TCWHX	 TIAA-CREF Lifecycle 2020 Advisor	 Target-Date 2020	 +7.68%	 +11.89%	 $0	 0.48%	  	4
TCYHX	 TIAA-CREF Lifecycle 2035 Advisor	 Target-Date 2035	 +9.97%	 +16.63%	 $0	 0.51%	  	4
TCZHX	 TIAA-CREF Lifecycle 2040 Advisor	 Target-Date 2040	 +10.70%	 +18.17%	 $0	 0.52%	  	4
TDMIX	 Transamerica Developing Markets Eq I2	 Diversified Emerging Mkts	 +17.84%	 +20.94%	 $0	 1.29%	  	4
TEBIX	 Franklin Mutual Beacon A	 Allocation--85%+ Equity	 +8.63%	 +20.53%	" $1,000"	 1.05%	 NTF	4
TEIEX	 TIAA-CREF Enh Intl Eq Idx Advisor	 Foreign Large Blend	 +15.26%	 +20.21%	 $0	 0.51%	  	4
TEIHX	 TIAA-CREF Equity Index Advisor	 Large Blend	 +8.92%	 +18.56%	 $0	 0.14%	  	4
TEMMX	 Templeton Emerging Markets Small Cap A	 Diversified Emerging Mkts	 +20.43%	 +20.84%	" $1,000"	 1.98%	 NTF	4
TGIRX	 Thornburg International Value R6	 Foreign Large Blend	 +16.57%	 +22.55%	 $0	 0.79%	  	4
TGMAX	 TCW Emerg Mkts Multi-Asst Opps I	 Diversified Emerging Mkts	 +10.75%	 +13.93%	" $2,000"	 1.23%	  	4
TGMEX	 TCW Emerg Mkts Multi-Asst Opps N	 Diversified Emerging Mkts	 +10.80%	 +13.86%	" $2,000"	 1.23%	 NTF	4
TGPCX	 TCW Conservative Allocation I	 Allocation--30% to 50% Equity	 +4.59%	 +4.80%	" $2,000"	 1.00%	  	4
TGPNX	 TCW Conservative Allocation N	 Allocation--30% to 50% Equity	 +4.41%	 +4.28%	" $2,000"	 1.55%	 NTF	4
TGVRX	 Thornburg International Value R3	 Foreign Large Blend	 +16.17%	 +21.68%	 $0	 1.45%	  	4
THVRX	 Thornburg International Value R4	 Foreign Large Blend	 +16.36%	 +21.98%	 $0	 1.25%	  	4
THYFX	 Thrivent Diversified Income Plus S	 Allocation--30% to 50% Equity	 +5.19%	 +9.07%	" $2,000"	 0.80%	  	4
TISAX	 TIAA-CREF S&P 500 Index Advisor	 Large Blend	 +9.26%	 +17.84%	 $0	 0.15%	  	4
TITRX	 TIAA-CREF Managed Allc R	 Allocation--50% to 70% Equity	 +8.19%	 +12.57%	 $0	 0.65%	 NTF	4
TIVRX	 Thornburg International Value R5	 Foreign Large Blend	 +16.50%	 +22.33%	 $0	 0.95%	  	4
TLFAX	 TIAA-CREF Lifecycle Index 2015 Advisor	 Target-Date 2015	 +6.15%	 +8.70%	 $0	 0.18%	  	4
TLFPX	 TIAA-CREF Lifecycle Index 2015 Premier	 Target-Date 2015	 +6.10%	 +8.60%	 $0	 0.25%	  	4
TLFRX	 TIAA-CREF Lifecycle 2050 Retirement	 Target-Date 2050	 +10.96%	 +18.69%	 $0	 0.70%	  	4
TLHHX	 TIAA-CREF Lifecycle Index 2030 Advisor	 Target-Date 2030	 +8.39%	 +13.28%	 $0	 0.18%	  	4
TLHPX	 TIAA-CREF Lifecycle Index 2030 Premier	 Target-Date 2030	 +8.29%	 +13.13%	 $0	 0.25%	  	4
TLHRX	 TIAA-CREF Lifecycle Index 2030 Retire	 Target-Date 2030	 +8.26%	 +13.06%	 $0	 0.35%	  	4
TLLRX	 TIAA-CREF Lifecycle Index 2050 Retire	 Target-Date 2050	 +10.10%	 +17.25%	 $0	 0.35%	  	4
TLMRX	 TIAA-CREF Lifecycle Index 2045 Retire	 Target-Date 2045	 +9.99%	 +16.94%	 $0	 0.35%	  	4
TLQHX	 TIAA-CREF Lifecycle Index 2025 Advisor	 Target-Date 2025	 +7.58%	 +11.70%	 $0	 0.18%	  	4
TLQRX	 TIAA-CREF Lifecycle Index 2025 Retire	 Target-Date 2025	 +7.51%	 +11.46%	 $0	 0.35%	  	4
TLSHX	 TIAA-CREF Lifestyle Conservative Advisor	 Allocation--30% to 50% Equity	 +6.23%	 +8.98%	 $0	 0.55%	  	4
TLSPX	 TIAA-CREF Lifestyle Conservative Premier	 Allocation--30% to 50% Equity	 +6.07%	 +8.74%	 $0	 0.62%	  	4
TLTHX	 TIAA-CREF Lifecycle Index 2010 Advisor	 Target-Date 2000-2010	 +5.71%	 +7.81%	 $0	 0.18%	  	4
TLTPX	 TIAA-CREF Lifecycle Index 2010 Premier	 Target-Date 2000-2010	 +5.65%	 +7.63%	 $0	 0.25%	  	4
TLTRX	 TIAA-CREF Lifecycle Index 2010 Retire	 Target-Date 2000-2010	 +5.53%	 +7.51%	 $0	 0.35%	  	4
TLVPX	 TIAA-CREF Lifecycle Index 2025 Premier	 Target-Date 2025	 +7.54%	 +11.54%	 $0	 0.25%	  	4
TLWHX	 TIAA-CREF Lifecycle Index 2020 Advisor	 Target-Date 2020	 +6.85%	 +10.09%	 $0	 0.18%	  	4
TLWPX	 TIAA-CREF Lifecycle Index 2020 Premier	 Target-Date 2020	 +6.80%	 +9.99%	 $0	 0.25%	  	4
TLWRX	 TIAA-CREF Lifecycle Index 2020 Retire	 Target-Date 2020	 +6.76%	 +9.89%	 $0	 0.35%	  	4
TLYPX	 TIAA-CREF Lifecycle Index 2035 Premier	 Target-Date 2035	 +9.07%	 +14.80%	 $0	 0.25%	  	4
TLYRX	 TIAA-CREF Lifecycle Index 2035 Retire	 Target-Date 2035	 +8.99%	 +14.67%	 $0	 0.35%	  	4
TLZRX	 TIAA-CREF Lifecycle Index 2040 Retire	 Target-Date 2040	 +9.67%	 +16.29%	 $0	 0.35%	  	4
TMAFX	 Thrivent Moderately Agrsv Allocation S	 Allocation--70% to 85% Equity	 +7.85%	 +16.57%	" $2,000"	 0.81%	  	4
TMMTX	 Transamerica Asset Allocation Mod T1	 Allocation--30% to 50% Equity	 +6.65%	 +9.89%	" $1,000"	 1.25%	  	4
TMMVX	 Transamerica Asset Allocation Mod Adv	 Allocation--30% to 50% Equity	 +7.26%	 +10.52%	" $1,000"	 1.11%	  	4
TPLNX	 Timothy Plan Small Cap Value A	 Small Blend	 +2.71%	 +22.77%	" $1,000"	 1.52%	  	4
TRDFX	 Steward Small-Mid Cap Enhanced Idx Indv	 Small Blend	 +3.81%	 +20.37%	 $200	 0.85%	 NTF	4
TRIPX	 TIAA-CREF International Eq Idx Premier	 Foreign Large Blend	 +14.71%	 +19.87%	 $0	 0.21%	  	4
TRSPX	 TIAA-CREF S&P 500 Index Retire	 Large Blend	 +9.18%	 +17.54%	 $0	 0.30%	 NTF	4
TSCTX	 TIAA-CREF Lifestyle Conservative Retire	 Allocation--30% to 50% Equity	 +6.03%	 +8.65%	 $0	 0.72%	  	4
TSGHX	 TIAA-CREF Lifestyle Growth Advisor	 Allocation--70% to 85% Equity	 +10.20%	 +16.58%	 $0	 0.61%	  	4
TSGPX	 TIAA-CREF Lifestyle Growth Premier	 Allocation--70% to 85% Equity	 +10.11%	 +16.47%	 $0	 0.68%	  	4
TSGRX	 TIAA-CREF Lifestyle Growth Retirement	 Allocation--70% to 85% Equity	 +10.07%	 +16.40%	 $0	 0.78%	 NTF	4
TSIHX	 TIAA-CREF Lifestyle Income Advisor	 Allocation--15% to 30% Equity	 +3.99%	 +5.06%	 $0	 0.51%	  	4
TSMHX	 TIAA-CREF Lifestyle Moderate Advisor	 Allocation--50% to 70% Equity	 +8.38%	 +12.79%	 $0	 0.59%	  	4
TSMPX	 TIAA-CREF Lifestyle Moderate Premier	 Allocation--50% to 70% Equity	 +8.32%	 +12.67%	 $0	 0.66%	  	4
TSMTX	 TIAA-CREF Lifestyle Moderate Retirement	 Allocation--50% to 70% Equity	 +8.28%	 +12.48%	 $0	 0.76%	 NTF	4
TSTFX	 Transamerica Stock Index R4	 Large Blend	 +9.17%	 +17.61%	 $0	 0.30%	  	4
TTFRX	 TIAA-CREF Lifecycle 2045 Retirement	 Target-Date 2045	 +11.00%	 +18.57%	 $0	 0.70%	  	4
TTIRX	 TIAA-CREF Lifecycle Index 2055 Retire	 Target-Date 2055	 +10.27%	 +17.54%	 $0	 0.35%	  	4
TTRLX	 TIAA-CREF Lifecycle 2055 Retirement	 Target-Date 2055	 +11.08%	 +19.00%	 $0	 0.70%	  	4
TTRPX	 TIAA-CREF Lifecycle 2055 Premier	 Target-Date 2055	 +11.18%	 +19.11%	 $0	 0.60%	  	4
TVRRX	 Thornburg Value R5	 Large Blend	 +14.67%	 +23.44%	 $0	 0.99%	  	4
UMBWX	 Scout International 	 Foreign Large Blend	 +12.40%	 +18.80%	" $1,000"	 1.05%	 NTF	4
UMEMX	 Columbia Emerging Markets Z	 Diversified Emerging Mkts	 +23.01%	 +23.01%	" $2,000"	 1.36%	  	4
URIBX	 USAA Intermediate Term Bond R6	 Corporate Bond	 +4.15%	 +4.28%	 $0	 0.39%	  	4
USCCX	 USAA Cornerstone Conservative	 Allocation--15% to 30% Equity	 +4.87%	 +6.45%	 $500	 0.71%	  	4
VACFX	 Voya Investment Grade Credit A	 Corporate Bond	 +3.97%	 +3.55%	" $1,000"	 0.90%	 NTF	4
VADDX	 Invesco Equally-Wtd S&P 500 Y	 Large Blend	 +7.90%	 +16.89%	" $1,000"	 0.29%	  	4
VADRX	 Invesco Equally-Wtd S&P 500 R	 Large Blend	 +7.63%	 +16.30%	 $0	 0.79%	  	4
VCAAX	 VALIC Company I Asset Allocation	 Allocation--50% to 70% Equity	 +4.88%	 +11.21%	 $0	 0.71%	  	4
VFFVX	 Vanguard Target Retirement 2055 Inv 	 Target-Date 2055	 +10.24%	 +16.99%	" $1,000"	 0.16%	  	4
VFIFX	 Vanguard Target Retirement 2050 Inv 	 Target-Date 2050	 +10.27%	 +16.99%	" $1,000"	 0.16%	  	4
VFORX	 Vanguard Target Retirement 2040 Inv 	 Target-Date 2040	 +10.00%	 +16.49%	" $1,000"	 0.16%	  	4
VGSTX	 Vanguard STAR Inv	 Allocation--50% to 70% Equity	 +9.53%	 +13.97%	" $1,000"	 0.32%	  	4
VLAAX	 Value Line Asset Allocation Investor	 Allocation--50% to 70% Equity	 +8.38%	 +9.35%	" $1,000"	 1.18%	 NTF	4
VPSPX	 Voya US Stock Index P2	 Large Blend	 +9.14%	 +17.54%	 $0	 0.15%	  	4
VRMPX	 Voya Russell Mid Cap Index P2	 Mid-Cap Blend	 +7.83%	 +16.09%	 $0	 0.15%	  	4
VSMRX	 Voya Small Company R	 Small Blend	 +2.94%	 +20.66%	 $0	 1.61%	  	4
VSZAX	 Voya Index Solution 2020 Port Z	 Target-Date 2020	 +6.10%	 +9.06%	 $0	 0.20%	  	4
VSZCX	 Voya Index Solution 2030 Port Z	 Target-Date 2030	 +8.14%	 +13.09%	 $0	 0.19%	  	4
VTHRX	 Vanguard Target Retirement 2030 Inv 	 Target-Date 2030	 +8.56%	 +13.40%	" $1,000"	 0.15%	  	4
VTIVX	 Vanguard Target Retirement 2045 Inv 	 Target-Date 2045	 +10.27%	 +17.02%	" $1,000"	 0.16%	  	4
VTTHX	 Vanguard Target Retirement 2035 Inv 	 Target-Date 2035	 +9.30%	 +14.99%	" $1,000"	 0.15%	  	4
VTTVX	 Vanguard Target Retirement 2025 Inv 	 Target-Date 2025	 +7.83%	 +11.95%	" $1,000"	 0.14%	  	4
VYRNX	 Voya Solution Moderately Cnsrv Port R6	 Allocation--30% to 50% Equity	 +5.19%	 +8.15%	 $0	 0.74%	  	4
VYRPX	 Voya Solution Conservative Port R6	 Allocation--15% to 30% Equity	 +3.91%	 +5.52%	 $0	 0.66%	  	4
WACYX	 Waddell & Reed Continental Inc Y	 Allocation--50% to 70% Equity	 +5.87%	 +8.41%	 $0	 0.85%	  	4
WAGRX	 InvestEd Growth	 Allocation--70% to 85% Equity	 +11.20%	 +15.92%	 $750	 1.17%	  	4
WFALX	 Wells Fargo Index Asset Allocation C	 Allocation--50% to 70% Equity	 +5.11%	 +8.79%	" $1,000"	 1.85%	  	4
WFEAX	 Wells Fargo International Equity A	 Foreign Large Blend	 +11.96%	 +23.14%	" $1,000"	 1.15%	 NTF	4
WFEHX	 Wells Fargo International Equity R6	 Foreign Large Blend	 +12.26%	 +23.55%	 $0	 0.85%	  	4
WFERX	 Wells Fargo International Equity R	 Foreign Large Blend	 +11.89%	 +22.94%	 $0	 1.40%	  	4
WFMAX	 Wells Fargo Moderate Balanced A	 Allocation--30% to 50% Equity	 +5.32%	 +7.65%	" $1,000"	 1.15%	 NTF	4
WFQFX	 Wells Fargo Target 2050 R6	 Target-Date 2050	 +9.63%	 +16.89%	 $0	 0.37%	  	4
WFQPX	 Wells Fargo Target 2045 R6	 Target-Date 2045	 +9.41%	 +16.15%	 $0	 0.37%	  	4
WMCVX	 Wasatch Small Cap Value	 Small Blend	 +5.64%	 +24.50%	" $2,000"	 1.45%	 NTF	4
YAFFX	 AMG Yacktman Focused N	 Large Blend	 +9.34%	 +14.02%	" $2,000"	 1.27%	 NTF	4
AABAX	 Cavanal Hill Active Core A	 Allocation--50% to 70% Equity	 +5.15%	 +7.98%	 $0	 0.94%	  	3
AABCX	 Putnam Dynamic Asset Allocation Bal C	 Allocation--50% to 70% Equity	 +6.22%	 +11.52%	 $0	 1.75%	  	3
AABFX	 Thrivent Balanced Income Plus A	 Allocation--50% to 70% Equity	 +5.95%	 +9.63%	" $2,000"	 1.11%	  	3
ABBDX	 Columbia Capital Allocation Cnsrv B	 Allocation--15% to 30% Equity	 +3.81%	 +3.84%	" $2,000"	 1.79%	  	3
ABCCX	 American Beacon Balanced C	 Allocation--50% to 70% Equity	 +4.31%	 +13.67%	" $1,000"	 1.78%	  	3
ABDAX	 Columbia Capital Allocation Cnsrv A	 Allocation--15% to 30% Equity	 +4.29%	 +4.72%	" $2,000"	 1.04%	  	3
ACCEX	 Invesco Corporate Bond C	 Corporate Bond	 +4.57%	 +4.19%	" $1,000"	 1.65%	  	3
ACEMX	 Alger Emerging Markets C	 Diversified Emerging Mkts	 +20.00%	 +20.74%	" $1,000"	 2.30%	  	3
ACLEX	 American Century NT Equity Growth Instl	 Large Blend	 +9.10%	 +18.09%	 $0	 0.47%	  	3
ACLKX	 American Century NT Emerging Mkts Instl	 Diversified Emerging Mkts	 +22.84%	 +24.23%	 $0	 1.19%	  	3
ACMMX	 American Century Adaptive All Cap R6	 Mid-Cap Blend	 +6.42%	 +15.71%	 $0	 0.81%	  	3
ACMUX	 American Century Adaptive All Cap R5	 Mid-Cap Blend	 +6.33%	 +15.62%	 $0	 0.96%	  	3
ACNKX	 American Century NT Core Eq Pls Instl	 Large Blend	 +7.28%	 +16.45%	 $0	 1.10%	  	3
AEGMX	 American Century Emerging Markets R5	 Diversified Emerging Mkts	 +22.41%	 +24.02%	 $0	 1.09%	  	3
AEMOX	 AllianzGI Emerging Markets Opps R6	 Diversified Emerging Mkts	 +19.74%	 +20.27%	 $0	 0.86%	  	3
AEYGX	 American Century Equity Growth R5	 Large Blend	 +8.99%	 +18.03%	 $0	 0.47%	  	3
AEYMX	 American Century Emerging Markets Y	 Diversified Emerging Mkts	 +22.40%	 +24.01%	 $0	 0.94%	  	3
AFDGX	 American Century Sustainable Equity R5	 Large Blend	 +10.22%	 +19.68%	 $0	 0.80%	  	3
AFFCX	 Yorktown Multi-Asset Income C	 Allocation--30% to 50% Equity	 +5.17%	 +12.65%	" $1,000"	 3.02%	  	3
AFFIX	 Yorktown Multi-Asset Income L	 Allocation--30% to 50% Equity	 +5.16%	 +12.63%	" $1,000"	 3.02%	  	3
AFYDX	 American Century Sustainable Equity Y	 Large Blend	 +10.22%	 +19.68%	 $0	 0.65%	  	3
AGIYX	 AB Tax-Managed All Market Income Adv	 Allocation--30% to 50% Equity	 +6.40%	 +7.23%	 $0	 0.74%	  	3
AIBLX	 Cavanal Hill Active Core Institutional	 Allocation--50% to 70% Equity	 +5.33%	 +8.37%	" $1,000"	 0.69%	  	3
AICFX	 American Funds Invmt Co of Amer F1	 Large Blend	 +8.14%	 +15.65%	 $250	 0.69%	 NTF	3
AIMAX	 Voya Mid Cap Research Enhanced Index A	 Mid-Cap Blend	 +5.25%	 +17.31%	" $1,000"	 1.00%	 NTF	3
AINAX	 Invesco International Allocation A	 Foreign Large Blend	 +13.74%	 +18.37%	" $1,000"	 1.47%	  	3
AMEFX	 American Funds Income Fund of Amer F2	 Allocation--70% to 85% Equity	 +5.73%	 +9.69%	 $250	 0.39%	  	3
AOTAX	 AllianzGI Emerging Markets Opps A	 Diversified Emerging Mkts	 +19.51%	 +19.76%	" $1,000"	 1.26%	 NTF	3
APBAX	 Cavanal Hill Active Core Investor	 Allocation--50% to 70% Equity	 +5.21%	 +8.10%	 $100	 0.94%	 NTF	3
AQEAX	 Columbia Disciplined Core A	 Large Blend	 +9.10%	 +17.24%	" $2,000"	 1.04%	  	3
ARBDX	 American Century One Choice 2020 R6	 Target-Date 2020	 +5.53%	 +8.59%	 $0	 0.55%	  	3
ARCUX	 American Century One Choice 2030 R6	 Target-Date 2030	 +6.89%	 +10.72%	 $0	 0.60%	  	3
ARDUX	 American Century One Choice 2040 R6	 Target-Date 2040	 +7.89%	 +12.92%	 $0	 0.65%	  	3
ARLDX	 American Century One Choice 2035 R6	 Target-Date 2035	 +7.29%	 +11.88%	 $0	 0.63%	  	3
ARSVX	 AMG River Road Small Cap Value N	 Small Blend	 +6.81%	 +25.59%	" $2,000"	 1.41%	 NTF	3
ARTZX	 Artisan Emerging Markets Inv	 Diversified Emerging Mkts	 +19.15%	 +24.32%	" $1,000"	 1.50%	  	3
ARWDX	 American Century One Choice 2025 R6	 Target-Date 2025	 +6.28%	 +9.60%	 $0	 0.58%	  	3
ASCCX	 Voya Small Company C	 Small Blend	 +2.65%	 +20.09%	" $1,000"	 2.11%	  	3
ASCTX	 AMG Managers Silvercrest Small Cap N	 Small Blend	 +1.17%	 +23.81%	" $2,000"	 1.41%	 NTF	3
ASMDX	 American Century Strat Allc: Mod R6	 Allocation--50% to 70% Equity	 +7.66%	 +11.77%	 $0	 0.72%	  	3
ASMUX	 American Century Strat Allc: Mod R5	 Allocation--50% to 70% Equity	 +7.36%	 +11.25%	 $0	 0.87%	  	3
ATDAX	 Invesco Endeavor A	 Mid-Cap Blend	 +7.49%	 +27.37%	" $1,000"	 1.36%	  	3
ATDRX	 Invesco Endeavor R	 Mid-Cap Blend	 +7.37%	 +27.07%	 $0	 1.61%	  	3
ATIAX	 Invesco Select Companies A	 Small Blend	 +9.82%	 +29.94%	" $1,000"	 1.25%	  	3
ATIBX	 Invesco Select Companies B	 Small Blend	 +9.41%	 +28.96%	" $1,000"	 2.00%	  	3
ATICX	 Invesco Select Companies C	 Small Blend	 +9.43%	 +29.03%	" $1,000"	 2.00%	  	3
ATIRX	 Invesco Select Companies R	 Small Blend	 +9.71%	 +29.66%	 $0	 1.50%	  	3
AUUKX	 AB Select US Equity K	 Large Blend	 +8.43%	 +16.38%	 $0	 1.60%	  	3
AUURX	 AB Select US Equity R	 Large Blend	 +8.28%	 +16.14%	 $0	 1.72%	  	3
AUUYX	 AB Select US Equity Advisor	 Large Blend	 +8.61%	 +16.82%	 $0	 1.20%	  	3
AXPBX	 Columbia Capital Allocation Agrsv B	 Allocation--70% to 85% Equity	 +10.16%	 +15.51%	" $2,000"	 1.97%	  	3
AZBCX	 AllianzGI Small-Cap Blend C	 Small Blend	 +7.61%	 +21.82%	" $1,000"	 2.06%	  	3
AZSCX	 American Beacon Zebra Small Cap Eq C	 Small Blend	 +1.87%	 +24.10%	" $1,000"	 2.05%	  	3
BAAPX	 BlackRock 80/20 Target Allocation A	 Allocation--70% to 85% Equity	 +7.49%	 +13.22%	" $1,000"	 0.81%	 NTF	3
BABQX	 BMO Growth Allocation R6	 Allocation--70% to 85% Equity	 +9.03%	 +15.71%	 $0	 0.68%	  	3
BABRX	 BMO Growth Allocation R3	 Allocation--70% to 85% Equity	 +8.69%	 +14.97%	 $0	 1.33%	  	3
BAGPX	 BlackRock 60/40 Target Allocation Inv A	 Allocation--50% to 70% Equity	 +6.62%	 +10.15%	" $1,000"	 0.85%	 NTF	3
BAMGX	 Sterling Capital Strategic Allc Bal A	 Allocation--50% to 70% Equity	 +6.78%	 +11.45%	" $1,000"	 1.38%	  	3
BAPEX	 BlackRock LifePathÂ® Smart Beta 2030 InvA	 Target-Date 2030	 +9.02%	 +14.44%	" $1,000"	 0.56%	 NTF	3
BAPGX	 BlackRock LifePathÂ® Smart Beta 2035 InvA	 Target-Date 2035	 +9.32%	 +15.58%	" $1,000"	 0.56%	 NTF	3
BAPHX	 BlackRock LifePathÂ® Smart Beta 2040 InvA	 Target-Date 2040	 +8.75%	 +15.76%	" $1,000"	 0.56%	 NTF	3
BAPJX	 BlackRock LifePathÂ® Smart Beta 2045 InvA	 Target-Date 2045	 +9.20%	 +16.46%	" $1,000"	 0.57%	 NTF	3
BCAPX	 BlackRock 80/20 Target Allocation C	 Allocation--70% to 85% Equity	 +7.24%	 +12.41%	" $1,000"	 1.56%	  	3
BCCHX	 BlackRock Emerging Markets Div Inv C	 Diversified Emerging Mkts	 +20.05%	 +21.87%	" $1,000"	 2.50%	  	3
BCCPX	 BlackRock 20/80 Target Allocation Inv C	 Allocation--15% to 30% Equity	 +3.53%	 +3.39%	" $1,000"	 1.64%	  	3
